Sample	serotype	st	source
GCA_024768625.1	O153	38	urine
GCA_018347045.1	O153	38	blood
GCA_012873455.1	O153	others	others
GCA_037047175.1	O153	131	blood
GCA_037635475.1	O153	167	wound
GCA_037635255.1	O153	131	urine
GCA_037635155.1	O153	others	wound
GCA_018050785.1	O153	38	others
GCA_014495335.1	O153	others	blood
GCA_018118175.1	O153	38	others
GCA_014759965.1	O153	69	urine
GCA_958312755.1	O153	73	urine
GCA_012479745.1	O153	648	urine
GCA_037634975.1	O153	others	wound
GCA_014715135.1	O153	38	urine
GCA_903976735.1	O153	others	blood
GCA_044522825.1	O153	167	urine
GCA_044530505.1	O153	410	wound
GCA_044530645.1	O153	648	wound
GCA_044479105.1	O153	648	wound
GCA_043502785.1	O153	others	urine
GCA_024767095.1	O153	38	urine
GCA_024768135.1	O153	38	urine
GCA_047597305.1	O153	95	blood
GCA_013024545.1	O153	unknown	urine
GCA_012859995.1	O153	38	others
GCA_012857255.1	O153	69	others
GCA_012468035.1	O153	648	blood
GCA_012536455.1	O153	648	urine
GCA_012536665.1	O153	648	respiratory
GCA_958326485.1	O153	12	urine
GCA_018605305.1	O153	others	blood
GCA_018049225.1	O153	38	urine
GCA_013137455.1	O153	others	blood
GCA_018588365.1	O153	others	urine
GCA_037048625.1	O153	others	respiratory
GCA_012874955.1	O153	10	others
GCA_031165465.2	O153	others	others
GCA_018049385.1	O153	648	urine
GCA_031586995.1	O153	405	respiratory
GCA_958323685.1	O153	648	urine
GCA_958310645.1	O153	73	urine
GCA_038513765.1	O153	69	urine
GCA_012477895.1	O153	others	blood
GCA_032143395.1	O153	others	others
GCA_027219805.1	O153	others	urine
GCA_013172175.1	O153	38	blood
GCA_035666315.1	O153	others	others
GCA_018044925.1	O153	648	urine
GCA_037094605.1	O153	others	others
GCA_032389295.1	O153	others	urine
GCA_018049485.1	O153	648	urine
GCA_012459945.1	O153	648	blood
GCA_012537735.1	O153	648	blood
GCA_044530685.1	O153	38	wound
GCA_034155885.1	O153	others	wound
GCA_012859475.1	O153	69	others
GCA_047597045.1	O153	69	blood
GCA_019087885.1	O153	others	blood
GCA_004569965.1	O153	others	urine
GCA_032258545.1	O153	others	urine
GCA_031440225.2	O153	361	blood
GCA_958511625.1	O153	others	urine
GCA_044201355.1	O153	131	blood
GCA_032842455.1	O153	410	others
GCA_035974095.1	O153	others	others
GCA_030375385.1	O153	others	urine
GCA_030376225.1	O153	others	urine
GCA_032443865.1	O153	361	urine
GCA_047596705.1	O153	73	blood
GCA_008385345.1	O153	131	blood
GCA_013038505.1	O153	others	blood
GCA_029093825.1	O153	38	blood
GCA_043723645.1	O153	73	blood
GCA_019230885.1	O153	others	blood
GCA_019231025.1	O153	others	urine
GCA_015284285.1	O153	others	wound
GCA_021511155.1	O153	131	blood
GCA_015142795.1	O153	38	others
GCA_015021815.1	O153	38	wound
GCA_015687225.1	O153	others	urine
GCA_032330775.2	O153	38	urine
GCA_032330955.2	O153	648	urine
GCA_032296185.1	O153	405	urine
GCA_019230485.1	O153	others	urine
GCA_016991615.1	O153	38	urine
GCA_001890365.1	O153	38	others
GCA_019229225.1	O153	others	others
GCA_013011495.1	O153	others	urine
GCA_038743715.1	O153	648	wound
GCA_020284275.1	O153	others	others
GCA_019215285.1	O153	others	urine
GCA_023780225.1	O153	38	urine
GCA_020298245.1	O153	648	others
GCA_008949495.1	O153	others	blood
GCA_019228805.1	O153	38	others
GCA_047793265.1	O153	131	#N/A
GCA_047793315.1	O153	131	#N/A
GCA_023826295.1	O153	others	respiratory
GCA_023829635.1	O153	others	respiratory
GCA_017001955.1	O153	others	others
GCA_015163455.1	O153	648	blood
GCA_018038465.1	O153	others	blood
GCA_018038065.1	O153	648	wound
GCA_043513235.1	O153	167	urine
GCA_019214965.1	O153	38	others
GCA_023614365.2	O153	others	urine
GCA_047793995.1	O153	131	#N/A
GCA_047794015.1	O153	131	#N/A
GCA_012501815.1	O153	others	urine
GCA_019878055.1	O153	others	others
GCA_019259065.3	O153	648	urine
GCA_023780985.1	O153	others	urine
GCA_018038165.1	O153	others	urine
GCA_018023155.1	O153	unknown	blood
GCA_032331855.1	O153	69	blood
GCA_016387515.1	O153	others	respiratory
GCA_017056435.1	O153	10	urine
GCA_018023255.1	O153	38	urine
GCA_018022955.1	O153	648	urine
GCA_020089685.1	O153	648	others
GCA_020907585.1	O153	38	urine
GCA_016806045.1	O153	others	urine
GCA_041079055.1	O153	38	wound
GCA_041078955.1	O153	38	urine
GCA_021419045.1	O153	38	others
GCA_021426685.1	O153	131	others
GCA_020300545.1	O153	648	others
GCA_020300525.1	O153	648	others
GCA_916159925.1	O153	69	blood
GCA_043976785.1	O153	131	urine
GCA_034686305.1	O153	others	respiratory
GCA_047672815.1	O153	131	blood
GCA_012881355.1	O153	69	others
GCA_017064655.1	O153	69	urine
GCA_041507365.1	O153	648	others
GCA_043551355.1	O153	38	others
GCA_021130435.1	O153	others	blood
GCA_013055685.1	O153	others	blood
GCA_012862355.1	O153	69	others
GCA_039607235.1	O153	410	others
GCA_039565395.1	O153	361	urine
GCA_021421945.1	O153	648	others
GCA_014074955.1	O153	69	urine
GCA_020269425.1	O153	648	urine
GCA_014090625.1	O153	69	urine
GCA_018051885.1	O153	648	blood
GCA_034675785.1	O153	others	urine
GCA_038744385.1	O153	others	urine
GCA_020373085.1	O153	38	urine
GCA_018429445.1	O153	648	urine
GCA_037651505.1	O153	69	wound
GCA_017062955.1	O153	131	urine
GCA_012662085.1	O153	38	urine
GCA_012482475.1	O153	648	urine
GCA_044506475.1	O153	405	blood
GCA_043162755.1	O153	69	blood
GCA_017065475.1	O153	69	urine
GCA_020377305.1	O153	others	blood
GCA_043717315.1	O153	410	urine
GCA_043792365.1	O153	167	blood
GCA_042146155.1	O153	361	blood
GCA_903975265.1	O153	others	blood
GCA_903975565.1	O153	others	blood
GCA_014093995.1	O153	69	urine
GCA_014080965.1	O153	others	urine
GCA_014081345.1	O153	69	blood
GCA_024917715.1	O153	others	blood
GCA_047796025.1	O153	others	urine
GCA_047796055.1	O153	131	urine
GCA_043792445.1	O153	131	urine
GCA_037650155.1	O153	others	urine
GCA_037649775.1	O153	others	urine
GCA_037648765.1	O153	167	wound
GCA_037645575.1	O153	410	urine
GCA_030305925.1	O153	131	blood
GCA_014494275.1	O153	others	others
GCA_025946585.1	O153	648	urine
GCA_014082205.1	O153	others	urine
GCA_014078125.1	O153	131	urine
GCA_021343135.1	O153	others	others
GCA_021342585.1	O153	648	others
GCA_014487735.1	O153	10	blood
GCA_032400445.1	O153	131	urine
GCA_013000865.1	O153	648	blood
GCA_012972965.1	O153	648	urine
GCA_020293565.1	O153	others	others
GCA_020295485.1	O153	38	others
GCA_012865635.1	O153	10	others
GCA_012905885.1	O153	others	others
GCA_014088525.1	O153	10	urine
GCA_030782045.1	O153	others	others
GCA_037645365.1	O153	others	wound
GCA_021086765.1	O153	others	others
GCA_020269645.1	O153	others	others
GCA_001520115.1	O153	others	others
GCA_001519815.1	O153	others	others
GCA_020381885.1	O153	648	others
GCA_013984515.1	O153	131	urine
GCA_016445645.1	O153	others	others
GCA_033548295.1	O153	405	blood
GCA_047911295.1	O153	others	blood
GCA_013972545.1	O153	69	urine
GCA_047796485.1	O153	131	urine
GCA_021086505.1	O153	unknown	others
GCA_021167605.1	O153	others	others
GCA_021167575.1	O153	others	urine
GCA_034162165.1	O153	131	blood
GCA_016390845.1	O153	38	respiratory
GCA_016390575.1	O153	38	urine
GCA_032845465.1	O153	others	others
GCA_012876175.1	O153	10	others
E236	O153	others	others
E139	O153	131	blood
E138	O153	131	urine
GCA_026319775.1	O4	12	others
GCA_026318385.1	O4	unknown	urine
GCA_014480005.1	O4	12	blood
GCA_014478875.1	O4	12	blood
GCA_047338935.1	O4	others	blood
GCA_012857435.1	O4	12	others
GCA_026331535.1	O4	unknown	urine
E237	O4	12	urine
GCA_026333095.1	O4	12	blood
GCA_020270305.1	O4	others	urine
GCA_013984195.1	O4	12	urine
GCA_013964005.1	O4	12	urine
GCA_032879445.1	O4	12	others
GCA_036863455.1	O4	unknown	others
GCA_012477575.1	O4	12	blood
GCA_023895815.1	O4	12	urine
GCA_024165105.1	O4	12	urine
GCA_024165305.1	O4	12	urine
GCA_027224545.1	O4	12	urine
GCA_958326245.1	O4	others	blood
GCA_014481475.1	O4	12	blood
GCA_047597245.1	O4	69	blood
GCA_014794045.1	O4	12	respiratory
GCA_903978015.1	O4	12	blood
GCA_013972605.1	O4	12	urine
GCA_044267415.1	O4	131	blood
GCA_013962945.1	O4	others	urine
GCA_013976925.1	O4	12	urine
GCA_013967505.1	O4	12	urine
GCA_033549485.1	O4	others	blood
GCA_013971185.1	O4	others	urine
GCA_027224025.1	O4	12	urine
GCA_027218325.1	O4	12	urine
GCA_012876105.1	O4	12	others
GCA_047567875.1	O4	648	#N/A
GCA_021167475.1	O4	410	others
GCA_013027585.1	O4	12	urine
GCA_026385175.1	O4	12	urine
GCA_026379875.1	O4	12	urine
GCA_012496745.1	O4	12	blood
GCA_903977645.1	O4	12	blood
GCA_026332895.1	O4	12	blood
GCA_026332315.1	O4	others	blood
GCA_026343575.1	O4	unknown	urine
GCA_047591485.1	O4	12	blood
GCA_047582245.1	O4	12	urine
GCA_031791595.1	O4	others	urine
GCA_032403285.1	O4	others	urine
GCA_012874675.1	O4	unknown	others
GCA_012874655.1	O4	12	others
GCA_015196065.1	O4	12	urine
GCA_015195585.1	O4	12	urine
GCA_014134985.1	O4	12	urine
GCA_026337395.1	O4	12	blood
GCA_017065695.1	O4	12	urine
GCA_017065275.1	O4	12	urine
GCA_013965885.1	O4	12	urine
GCA_031490755.1	O4	12	blood
GCA_016621865.1	O4	others	urine
GCA_032542705.1	O4	12	urine
GCA_032842725.1	O4	12	others
GCA_032842395.1	O4	12	others
GCA_032840555.1	O4	12	others
GCA_027269655.1	O4	12	urine
GCA_027268055.1	O4	12	urine
GCA_019060955.1	O4	12	others
GCA_023891805.1	O4	12	urine
GCA_047596925.1	O4	95	blood
GCA_012869515.1	O4	12	others
GCA_015195375.1	O4	12	urine
GCA_015196025.1	O4	12	urine
GCA_032840295.1	O4	12	others
GCA_033202715.1	O4	unknown	urine
GCA_030784145.1	O4	12	urine
GCA_030790625.1	O4	12	urine
GCA_017066695.1	O4	12	urine
GCA_021087065.1	O4	12	others
GCA_021086945.1	O4	12	others
GCA_012849565.1	O4	others	urine
GCA_032542925.1	O4	12	urine
GCA_032402725.1	O4	12	urine
GCA_026651165.1	O4	12	blood
GCA_026337275.1	O4	12	blood
GCA_031526725.1	O4	others	others
GCA_014480125.1	O4	12	blood
GCA_014135805.1	O4	12	urine
GCA_022919035.1	O4	12	others
GCA_012873935.1	O4	12	others
GCA_012873855.1	O4	others	others
GCA_023870695.1	O4	others	urine
GCA_012872635.1	O4	12	others
GCA_023882505.1	O4	12	urine
GCA_043504725.1	O4	12	urine
GCA_012877035.1	O4	12	others
GCA_012876775.1	O4	12	others
GCA_015041995.1	O4	12	wound
GCA_015196645.1	O4	12	urine
GCA_012674345.1	O4	12	blood
GCA_032331875.2	O4	405	urine
GCA_014080585.1	O4	12	urine
GCA_903975575.1	O4	12	blood
GCA_031856935.1	O4	12	blood
GCA_903974865.1	O4	12	blood
GCA_903974985.1	O4	12	blood
GCA_012849695.1	O4	12	urine
GCA_013024065.1	O4	12	urine
GCA_012862395.1	O4	12	others
GCA_027551305.1	O4	12	urine
GCA_043509185.1	O4	648	urine
GCA_012870855.1	O4	12	others
GCA_014480155.1	O4	12	blood
GCA_958311055.1	O4	12	urine
GCA_044684555.1	O4	others	urine
GCA_012675505.1	O4	12	blood
GCA_012857655.1	O4	12	others
GCA_021068545.1	O4	12	others
GCA_047339075.1	O4	131	blood
GCA_014478355.1	O4	12	blood
GCA_014478275.1	O4	12	blood
GCA_040115545.2	O4	12	urine
GCA_014133435.1	O4	12	blood
GCA_013027065.1	O4	12	urine
GCA_015020155.1	O4	12	respiratory
GCA_014665315.1	O4	12	urine
GCA_014658755.1	O4	12	urine
GCA_958312705.1	O4	73	urine
GCA_958311275.1	O4	others	urine
GCA_014753485.1	O4	12	urine
GCA_023883245.1	O4	12	urine
GCA_023872725.1	O4	others	urine
GCA_026360695.1	O4	12	blood
GCA_026360395.1	O4	12	urine
GCA_044948115.1	O4	others	urine
GCA_012856355.1	O4	others	others
GCA_017002135.1	O4	12	others
GCA_030791285.1	O4	12	urine
GCA_030791245.1	O4	12	blood
GCA_017066955.1	O4	12	urine
GCA_012873055.1	O4	12	others
GCA_012871395.1	O4	12	others
GCA_023877425.1	O4	others	urine
GCA_023869545.1	O4	12	urine
GCA_047580705.1	O4	12	urine
GCA_012870895.1	O4	12	others
GCA_029211515.1	O4	unknown	urine
GCA_029209415.1	O4	others	urine
GCA_029209565.1	O4	others	urine
GCA_032315855.1	O4	10	others
GCA_023862645.1	O4	12	urine
GCA_014896805.1	O4	12	urine
GCA_014897075.1	O4	12	urine
GCA_014897095.1	O4	12	urine
GCA_014156195.1	O4	12	blood
GCA_012872415.1	O4	12	others
GCA_964007045.1	O4	others	urine
GCA_012883775.1	O4	12	others
GCA_012867095.1	O4	others	others
GCA_012856555.1	O4	unknown	others
GCA_012920325.1	O4	12	others
GCA_012920395.1	O4	others	others
GCA_013954755.1	O4	12	urine
GCA_034683825.1	O4	12	urine
GCA_029889185.1	O4	12	urine
GCA_016391085.1	O4	12	respiratory
GCA_026357675.1	O4	12	urine
GCA_026356655.1	O4	12	urine
GCA_026356175.1	O4	12	urine
GCA_043507095.1	O4	12	blood
GCA_015195505.1	O4	12	urine
GCA_037081975.1	O4	12	urine
GCA_037094575.1	O4	others	others
GCA_023866715.1	O4	12	blood
GCA_012870305.1	O4	12	others
GCA_012870255.1	O4	unknown	others
GCA_013175725.1	O4	12	blood
GCA_014896775.1	O4	12	urine
GCA_014897105.1	O4	others	urine
GCA_007833875.1	O4	others	urine
GCA_019227745.1	O4	12	urine
GCA_014639665.1	O4	12	blood
GCA_034687705.1	O4	others	others
GCA_916160405.1	O4	12	blood
GCA_012882255.1	O4	12	others
GCA_012860235.1	O4	12	others
GCA_032403845.1	O4	12	urine
GCA_020406085.1	O4	12	urine
GCA_916179545.1	O4	12	blood
GCA_012859175.1	O4	others	others
GCA_029209765.1	O4	12	urine
GCA_031825775.1	O4	12	respiratory
GCA_030919825.1	O4	12	blood
GCA_012860195.1	O4	12	others
GCA_014133155.1	O4	others	blood
GCA_014495625.1	O4	others	blood
GCA_012675585.1	O4	12	blood
GCA_012675235.1	O4	12	blood
GCA_012876415.1	O4	12	others
GCA_012872855.1	O4	12	others
GCA_014762185.1	O4	others	urine
GCA_012863675.1	O4	unknown	others
GCA_014131515.1	O4	12	blood
GCA_032281025.1	O4	12	others
GCA_043516575.1	O4	69	urine
GCA_012647925.1	O4	12	urine
GCA_026383815.1	O4	others	urine
GCA_026379435.1	O4	12	urine
GCA_043723705.1	O4	others	blood
GCA_043723615.1	O4	12	blood
GCA_043510045.1	O4	others	urine
GCA_043511115.1	O4	12	urine
GCA_012867995.1	O4	12	others
GCA_012867675.1	O4	unknown	others
GCA_903975475.1	O4	12	blood
GCA_021468645.1	O4	unknown	others
GCA_958310415.1	O4	others	urine
GCA_958311215.1	O4	12	urine
GCA_958310995.1	O4	others	urine
GCA_958312345.1	O4	others	urine
GCA_042988195.1	O4	others	blood
GCA_014823135.1	O4	others	urine
GCA_047338745.1	O4	131	blood
GCA_014134425.1	O4	12	urine
GCA_014642155.1	O4	12	blood
GCA_014131495.1	O4	12	urine
GCA_012867335.1	O4	12	others
GCA_021473945.1	O4	12	urine
GCA_013782455.1	O4	others	blood
GCA_031855265.1	O4	12	blood
GCA_012873975.1	O4	12	others
GCA_012873895.1	O4	12	others
GCA_012867235.1	O4	12	others
GCA_016386715.1	O4	others	blood
GCA_012861705.1	O4	12	others
GCA_014657885.1	O4	12	urine
GCA_014663555.1	O4	12	urine
GCA_020869315.1	O4	12	others
GCA_017842235.1	O4	12	urine
GCA_012866515.1	O4	12	others
GCA_012865955.1	O4	unknown	others
GCA_043295135.1	O4	69	blood
GCA_034022575.1	O4	12	urine
GCA_014479095.1	O4	others	blood
GCA_034161825.1	O4	12	blood
GCA_034161385.1	O4	12	blood
GCA_903977305.1	O4	12	blood
GCA_903977395.1	O4	12	blood
E219	O4	12	urine
GCA_031163725.2	O4	12	others
GCA_903977495.1	O4	12	blood
E179	O4	12	respiratory
GCA_958310705.1	O4	others	urine
GCA_031460775.1	O4	131	urine
GCA_903978165.1	O4	12	blood
GCA_903977775.1	O4	12	blood
GCA_027218565.1	O4	others	urine
GCA_027223465.1	O4	others	urine
E64	O4	12	urine
E266	O4	others	blood
GCA_012874755.1	O4	12	others
GCA_958313425.1	O4	12	urine
GCA_958325855.1	O4	12	urine
GCA_014135545.1	O18	others	blood
GCA_903977155.1	O18	others	blood
GCA_001519715.1	O18	95	others
GCA_012676125.1	O18	95	blood
GCA_027224165.1	O18	others	urine
GCA_027224205.1	O18	others	urine
GCA_012674845.1	O18	12	blood
GCA_001519555.1	O18	95	others
E243	O18	1193	urine
E241	O18	1193	urine
E213	O18	95	urine
GCA_026335095.1	O18	1193	urine
GCA_031460655.1	O18	73	urine
GCA_958310065.1	O18	73	urine
GCA_031164395.2	O18	unknown	others
GCA_012868535.1	O18	95	others
GCA_017056115.1	O18	others	urine
GCA_032281685.1	O18	73	urine
GCA_012866015.1	O18	95	others
GCA_002522355.1	O18	12	others
GCA_012866355.1	O18	others	others
GCA_015644765.1	O18	95	urine
GCA_014930875.1	O18	95	urine
GCA_014858525.1	O18	95	urine
GCA_012535895.1	O18	95	blood
GCA_958314985.1	O18	others	urine
GCA_041344905.1	O18	1193	urine
GCA_014134055.1	O18	others	blood
GCA_014145905.1	O18	95	urine
GCA_014132625.1	O18	95	urine
GCA_014482525.1	O18	95	blood
GCA_013078405.1	O18	95	blood
GCA_012674095.1	O18	others	blood
GCA_012673305.1	O18	others	blood
GCA_012867315.1	O18	others	others
GCA_016390625.1	O18	others	urine
GCA_012674525.1	O18	unknown	blood
GCA_012674715.1	O18	unknown	blood
GCA_017001775.1	O18	others	urine
GCA_012671585.1	O18	12	blood
GCA_016387245.1	O18	others	urine
GCA_032839615.1	O18	131	others
GCA_020855195.1	O18	95	others
GCA_040964775.2	O18	73	others
GCA_014135325.1	O18	unknown	urine
GCA_958311095.1	O18	others	urine
GCA_014822475.1	O18	73	urine
GCA_012868255.1	O18	95	others
GCA_013029015.1	O18	others	urine
GCA_025783535.2	O18	others	urine
GCA_026220835.1	O18	95	blood
GCA_043502965.1	O18	73	urine
GCA_017063335.1	O18	73	urine
GCA_012865835.1	O18	12	others
GCA_012865155.1	O18	95	others
GCA_013782175.1	O18	12	blood
GCA_016547855.1	O18	73	others
GCA_014131575.1	O18	others	blood
GCA_910907455.1	O18	others	urine
GCA_017063995.1	O18	others	urine
GCA_012861655.1	O18	others	others
GCA_034682095.1	O18	95	urine
GCA_012862405.1	O18	unknown	others
GCA_964206505.1	O18	131	wound
GCA_012862155.1	O18	95	others
GCA_014479315.1	O18	others	blood
GCA_903976505.1	O18	95	blood
GCA_012675525.1	O18	12	blood
GCA_008389355.1	O18	12	blood
GCA_030882165.1	O18	73	urine
GCA_012867495.1	O18	12	others
GCA_014478055.1	O18	73	blood
GCA_012869655.1	O18	73	others
GCA_012863475.1	O18	others	others
GCA_012866075.1	O18	12	others
GCA_012860755.1	O18	73	others
GCA_043976765.1	O18	131	urine
GCA_034685705.1	O18	95	blood
GCA_017063975.1	O18	others	urine
GCA_013039045.1	O18	others	urine
GCA_047596165.1	O18	69	blood
GCA_014897015.1	O18	others	urine
GCA_014896815.1	O18	others	others
GCA_002024865.1	O18	95	urine
GCA_047599905.1	O18	405	blood
GCA_047600205.1	O18	131	blood
GCA_026300555.1	O18	others	urine
GCA_017675465.1	O18	73	urine
GCA_017675485.1	O18	73	urine
GCA_047764875.1	O18	410	urine
GCA_017683505.1	O18	73	urine
GCA_017689795.1	O18	73	others
GCA_030515535.1	O18	others	blood
GCA_013986695.1	O18	95	urine
GCA_018429595.1	O18	others	urine
GCA_022982975.1	O18	95	others
GCA_012858355.1	O18	73	others
GCA_012857015.1	O18	95	others
GCA_012860275.1	O18	12	others
GCA_013968435.1	O18	others	urine
GCA_013964245.1	O18	12	urine
GCA_015043235.1	O18	unknown	wound
GCA_047856625.1	O18	95	urine
GCA_023777835.1	O18	1193	urine
GCA_012870615.1	O18	12	others
GCA_900536395.1	O18	others	blood
GCA_047599165.1	O18	95	blood
GCA_043723785.1	O18	unknown	blood
GCA_043724385.1	O18	73	urine
GCA_043507055.1	O18	127	urine
GCA_043726825.1	O18	69	blood
GCA_001280405.1	O18	95	blood
GCA_047857565.1	O18	95	blood
GCA_004567345.1	O18	others	others
GCA_012871195.1	O18	others	others
GCA_012872755.1	O18	others	others
GCA_012871895.1	O18	others	others
GCA_014081365.1	O18	others	others
GCA_001463205.1	O18	others	urine
GCA_001519755.1	O18	95	others
GCA_013965765.1	O18	95	urine
GCA_017001115.1	O18	73	urine
GCA_013961225.1	O18	95	urine
GCA_013985415.1	O18	others	urine
GCA_012882295.1	O18	73	others
GCA_014752245.1	O18	95	urine
GCA_043515895.1	O18	12	urine
GCA_012876375.1	O18	others	others
GCA_014753365.1	O18	73	urine
GCA_022111695.1	O18	others	urine
GCA_014482875.1	O18	others	blood
GCA_015693335.1	O18	others	urine
GCA_032330155.2	O18	12	urine
GCA_958313915.1	O18	12	urine
GCA_014136165.1	O18	others	blood
GCA_014486655.1	O18	73	blood
GCA_014477775.1	O18	95	blood
GCA_014488275.1	O18	12	blood
GCA_017065215.1	O18	95	urine
GCA_012857095.1	O18	73	others
GCA_012856795.1	O18	12	others
GCA_012874035.1	O18	12	others
GCA_015693525.1	O18	others	urine
GCA_958312935.1	O18	others	urine
GCA_014480115.1	O18	73	blood
GCA_029209185.1	O18	95	urine
GCA_964006755.1	O18	131	blood
GCA_964006725.1	O18	131	urine
GCA_027551025.1	O18	others	urine
GCA_027551065.1	O18	73	urine
GCA_043505995.1	O18	69	blood
GCA_002028665.1	O18	95	blood
GCA_013969245.1	O18	95	urine
GCA_013956955.1	O18	95	urine
GCA_014081745.1	O18	others	urine
GCA_014076315.1	O18	95	urine
GCA_014073615.1	O18	95	urine
GCA_013959685.1	O18	95	urine
GCA_014762385.1	O18	95	others
GCA_008389335.1	O18	95	blood
GCA_014751705.1	O18	95	blood
GCA_032583355.1	O18	131	urine
GCA_014481075.1	O18	73	blood
GCA_026334975.1	O18	others	others
GCA_017687295.1	O18	73	urine
GCA_037399705.1	O18	others	urine
GCA_958311735.1	O18	others	urine
GCA_012856615.1	O18	73	others
GCA_026311295.1	O18	73	urine
GCA_958310565.1	O18	73	urine
GCA_012528395.1	O18	95	urine
GCA_012528735.1	O18	73	urine
GCA_012673565.1	O18	73	blood
GCA_012672955.1	O18	95	blood
GCA_012872515.1	O18	95	others
GCA_001881465.1	O18	95	urine
GCA_001881435.1	O18	95	urine
GCA_012865555.1	O18	73	others
GCA_027224405.1	O18	12	urine
GCA_015195245.1	O18	95	urine
GCA_014135185.1	O18	95	blood
GCA_012859495.1	O18	others	others
GCA_032405765.1	O18	others	urine
GCA_023880055.1	O18	95	urine
GCA_047596905.1	O18	73	blood
GCA_023875285.1	O18	95	urine
GCA_903974615.1	O18	others	blood
GCA_031855975.1	O18	73	blood
GCA_013964465.1	O18	95	urine
GCA_021168435.1	O18	others	others
GCA_014477235.1	O18	73	blood
GCA_013964125.1	O18	73	urine
GCA_014134125.1	O18	95	urine
GCA_014482155.1	O18	others	blood
GCA_020869955.1	O18	95	others
GCA_023871665.1	O18	others	urine
GCA_013171345.1	O18	73	blood
GCA_012875415.1	O18	73	others
GCA_014691565.1	O18	others	urine
GCA_903977585.1	O18	others	blood
GCA_958311445.1	O18	69	urine
GCA_015196885.1	O18	others	blood
GCA_013027625.1	O18	others	urine
GCA_013969345.1	O18	95	urine
GCA_014090785.1	O18	95	blood
GCA_013782585.1	O18	73	blood
GCA_958325765.1	O18	131	urine
GCA_958309885.1	O18	others	urine
GCA_012875895.1	O18	others	others
GCA_044949365.1	O18	73	urine
GCA_018430845.1	O18	95	urine
GCA_027224945.1	O18	95	urine
GCA_017088345.1	O18	1193	urine
GCA_047597945.1	O18	131	blood
GCA_047597965.1	O18	others	blood
GCA_027218245.1	O18	73	urine
GCA_012875275.1	O18	73	others
GCA_014133455.1	O18	unknown	urine
GCA_001521215.1	O18	others	others
GCA_013091315.1	O18	others	blood
GCA_013969545.1	O18	95	urine
GCA_001881205.1	O18	95	urine
GCA_032856725.1	O18	others	others
E154	O18	1193	others
GCA_013986205.1	O18	others	urine
GCA_013974025.1	O18	95	urine
GCA_013961125.1	O18	95	urine
GCA_958337485.1	O18	others	urine
GCA_020871875.1	O18	95	others
GCA_044267335.1	O18	131	blood
GCA_014145985.1	O18	73	urine
GCA_032879565.1	O18	others	others
GCA_019060555.1	O18	others	others
GCA_013974065.1	O18	95	urine
GCA_013966185.1	O18	95	urine
GCA_001519735.1	O18	95	others
GCA_903977665.1	O18	73	blood
GCA_001519285.1	O18	95	others
GCA_001519235.1	O18	95	others
GCA_017673705.1	O18	1193	urine
GCA_042703835.1	O18	131	urine
GCA_001519675.1	O18	12	others
GCA_001262455.1	O18	95	others
GCA_001519135.1	O18	95	others
GCA_026331575.1	O18	95	urine
GCA_014485395.1	O18	73	blood
GCA_014478615.1	O18	others	blood
GCA_014480235.1	O18	95	blood
GCA_047603025.1	O18	others	blood
GCA_017668035.1	O18	1193	urine
E58	O18	1193	urine
E224	O86	others	others
GCA_042837305.1	O86	131	urine
GCA_047338835.1	O86	410	blood
GCA_014480335.1	O86	38	blood
GCA_014480445.1	O86	38	blood
GCA_039776575.1	O86	167	wound
GCA_012874695.1	O86	69	others
GCA_014779535.1	O86	38	urine
GCA_041005895.1	O86	38	others
GCA_014480535.1	O86	38	blood
GCA_012769515.1	O86	38	urine
GCA_018921945.1	O86	others	others
GCA_018923565.1	O86	others	others
GCA_019053335.1	O86	others	blood
GCA_012537415.1	O86	648	blood
GCA_012504635.1	O86	others	urine
GCA_012504375.1	O86	648	blood
GCA_035786695.1	O86	others	others
GCA_018357625.1	O86	38	others
GCA_018357645.1	O86	unknown	others
GCA_018357665.1	O86	38	others
GCA_012537235.1	O86	648	blood
GCA_043509665.1	O86	95	urine
GCA_012875515.1	O86	69	others
GCA_032879525.1	O86	unknown	others
GCA_014481335.1	O86	10	blood
GCA_008388815.1	O86	others	blood
GCA_004568925.1	O86	38	urine
GCA_032336795.2	O86	648	urine
GCA_019053115.1	O86	others	respiratory
GCA_012485775.1	O86	38	urine
GCA_019051735.1	O86	others	respiratory
GCA_014714595.1	O86	38	urine
GCA_903976315.1	O86	38	blood
GCA_012875115.1	O86	38	others
GCA_013024465.1	O86	38	urine
GCA_024767495.1	O86	38	urine
GCA_018287795.3	O86	38	others
GCA_047568535.1	O86	131	#N/A
GCA_035974155.1	O86	38	blood
GCA_004569095.1	O86	38	urine
GCA_015163165.1	O86	38	blood
GCA_034556195.1	O86	38	urine
GCA_034556175.1	O86	38	others
GCA_034157825.1	O86	others	wound
GCA_047568295.1	O86	131	#N/A
GCA_024446355.1	O86	38	urine
GCA_024768295.1	O86	38	urine
GCA_044267395.1	O86	131	blood
GCA_047859285.1	O86	410	blood
GCA_022111715.1	O86	10	urine
GCA_047568475.1	O86	131	#N/A
GCA_047581265.1	O86	38	wound
GCA_029094005.1	O86	38	urine
GCA_013024425.1	O86	38	urine
GCA_047767895.1	O86	others	others
GCA_004569755.1	O86	38	urine
GCA_043781495.1	O86	131	others
GCA_018021275.1	O86	38	urine
GCA_004568115.1	O86	38	urine
